customerID,gender,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3039-MJSLN,Male,Bank transfer (automatic),20.2,50.6,No
0178-CIIKR,Female,Mailed check,19.95,58,No
5385-SUIRI,Male,Electronic check,104.2,5568.35,Yes
3982-XWFZQ,Female,Electronic check,50.25,2203.65,Yes
5774-QPLTF,Male,Mailed check,20.35,938.95,No
2322-VCZHZ,Male,Electronic check,90.0,2024.1,No
5010-IPEAQ,Female,Credit card (automatic),54.2,3623.95,No
4009-ALQFH,Female,Electronic check,99.5,2369.05,Yes
6383-ZTSIW,Female,Mailed check,99.1,3877.95,No
8990-YOZLV,Female,Mailed check,66.9,4577.9,No
3069-SSVSN,Female,Mailed check,25.85,25.85,No
5222-IMUKT,Male,Electronic check,91.05,2871.5,No
3627-FCRDW,Female,Electronic check,71.0,672.55,Yes
7562-GSUHK,Female,Credit card (automatic),93.2,1573.7,Yes
6685-XSHHU,Male,Bank transfer (automatic),20.95,1270.55,No
8901-UPRHR,Female,Bank transfer (automatic),109.2,7711.45,No
4903-UYAVB,Male,Mailed check,19.35,126.05,Yes
0118-JPNOY,Female,Credit card (automatic),85.8,2193.65,No
6776-TLWOI,Male,Mailed check,19.85,64.55,Yes
3845-FXCYS,Male,Electronic check,19.65,31.2,No
5857-XRECV,Female,Bank transfer (automatic),20.5,38.25,No
0725-CXOTM,Female,Credit card (automatic),89.65,3348.1,No
4343-EJVQB,Male,Mailed check,74.35,533.6,No
9000-PLFUZ,Female,Credit card (automatic),49.45,2907.55,No
3427-GGZZI,Female,Electronic check,89.1,1620.8,No
7779-ORAEL,Male,Credit card (automatic),75.15,3480.35,No
0644-OQMDK,Male,Electronic check,70.65,293.85,No
4077-CROMM,Female,Electronic check,104.2,3243.45,Yes
3154-CFSZG,Male,Electronic check,90.05,4137.2,No
2868-MZAGQ,Male,Electronic check,79.25,79.25,Yes
4847-QNOKA,Female,Bank transfer (automatic),44.9,44.9,Yes
2220-IAHLS,Female,Credit card (automatic),19.4,19.4,No
1658-XUHBX,Female,Credit card (automatic),88.75,5348.65,No
6379-RXJRQ,Male,Electronic check,70.1,659.65,Yes
2378-HTWFW,Male,Credit card (automatic),91.0,3180.5,No
8650-RHRKE,Male,Electronic check,29.65,118.5,Yes
4377-VDHYI,Male,Electronic check,90.8,3023.85,No
0475-RIJEP,Male,Electronic check,77.85,3365.85,Yes
1260-TTRXI,Male,Electronic check,54.3,195.3,Yes
3719-TDVQB,Female,Mailed check,18.95,1031.1,No
6328-ZPBGN,Female,Bank transfer (automatic),95.15,997.65,Yes
0201-MIBOL,Female,Bank transfer (automatic),102.4,6471.85,No
4937-QPZPO,Male,Electronic check,99.9,6241.35,No
2925-VDZHY,Male,Credit card (automatic),88.7,6501.35,No
6981-TDRFT,Male,Electronic check,54.3,2317.1,No
3413-CSSTH,Male,Bank transfer (automatic),55.7,2237.55,No
8033-VCZGH,Male,Electronic check,103.95,5231.3,No
4789-KWMXN,Male,Credit card (automatic),110.85,5275.8,Yes
0224-NIJLP,Male,Mailed check,20.15,165.5,No
7542-CYDDM,Male,Mailed check,20.05,358.5,No
4718-WXBGI,Male,Credit card (automatic),91.95,6614.9,No
2867-UIMSS,Male,Electronic check,80.5,80.5,Yes
8495-PRWFH,Female,Electronic check,55.65,2421.75,No
0439-IFYUN,Female,Electronic check,74.7,1294.6,No
5716-LIBJC,Female,Credit card (automatic),104.15,1299.1,No
2868-LLSKM,Female,Bank transfer (automatic),83.65,5733.4,No
8111-RKSPX,Male,Bank transfer (automatic),72.2,305.55,Yes
2988-QRAJY,Male,Credit card (automatic),110.05,7430.75,No
1585-MQSSU,Male,Mailed check,51.5,900.5,Yes
0071-NDAFP,Male,Credit card (automatic),25.5,630.6,No
2856-NNASM,Male,Mailed check,89.55,3856.75,Yes
7328-ZJAJO,Female,Credit card (automatic),19.5,1222.65,No
6458-CYIDZ,Female,Electronic check,80.7,374.8,No
8559-CIZFV,Male,Mailed check,77.5,1625,Yes
1090-PYKCI,Female,Credit card (automatic),105.1,7234.8,No
3058-WQDRE,Male,Bank transfer (automatic),25.15,331.85,No
7547-EKNFS,Male,Bank transfer (automatic),95.25,3959.35,Yes
2279-AXJJK,Male,Credit card (automatic),95.65,5088.4,No
6769-DYBQN,Male,Electronic check,85.0,3969.4,Yes
0909-SELIE,Male,Bank transfer (automatic),80.8,4860.85,No
3417-TSCIC,Male,Mailed check,24.85,788.05,No
1042-HFUCW,Female,Credit card (automatic),54.75,1266.35,No
4439-JMPMT,Female,Electronic check,85.75,470.95,Yes
6537-OTKMY,Male,Electronic check,50.75,688.2,No
8999-EXMNO,Female,Mailed check,20.15,387.7,No
6725-TPKJO,Male,Mailed check,20.05,845.25,No
2446-BEGGB,Female,Electronic check,98.25,560.6,Yes
7162-WPHPM,Male,Credit card (automatic),71.6,4230.25,No
1599-MMYRQ,Male,Credit card (automatic),81.45,4983.05,No
8821-KVZKQ,Female,Bank transfer (automatic),58.4,4113.15,No
1496-GGSUK,Female,Mailed check,25.7,25.7,Yes
6434-TTGJP,Male,Credit card (automatic),53.7,521,No
0042-JVWOJ,Male,Bank transfer (automatic),19.6,471.85,No
0130-SXOUN,Male,Credit card (automatic),89.4,5976.9,No
2575-GFSOE,Female,Electronic check,69.0,506.9,Yes
2330-PQGDQ,Male,Bank transfer (automatic),84.2,4299.75,No
1452-UZOSF,Male,Credit card (automatic),106.1,7548.6,No
2097-YVPKN,Male,Mailed check,25.75,1654.75,No
2842-JTCCU,Male,Bank transfer (automatic),46.05,80.35,Yes
8597-CTXVJ,Male,Bank transfer (automatic),64.95,4551.5,No
6631-HMANX,Male,Credit card (automatic),85.45,6227.5,No
9962-BFPDU,Female,Mailed check,20.05,20.05,No
3296-SILRA,Female,Mailed check,76.4,76.4,Yes
9681-OXGVC,Female,Electronic check,100.5,514,Yes
6394-HHHZM,Male,Mailed check,20.7,57.5,No
5995-LFTLE,Male,Credit card (automatic),25.3,1474.35,No
5180-UCIIQ,Male,Mailed check,40.05,880.2,Yes
1932-UEDCX,Male,Bank transfer (automatic),100.6,3270.25,No
7153-OANIO,Male,Electronic check,69.95,69.95,Yes
5188-HGMLP,Male,Bank transfer (automatic),74.0,3919.15,No
0665-XHDJU,Male,Electronic check,99.4,7285.7,No
6521-YYTYI,Male,Electronic check,93.3,93.3,Yes
8878-HMWBV,Male,Electronic check,49.15,169.05,Yes
8265-HKSOW,Female,Credit card (automatic),107.45,7658.3,No
3544-FBCAS,Female,Credit card (automatic),83.6,5959.3,No
5331-RGMTT,Male,Credit card (automatic),99.05,5295.7,No
4759-PXTAN,Female,Electronic check,80.1,4693.2,No
7054-DMVAS,Male,Bank transfer (automatic),65.3,3512.9,No
3428-MMGUB,Male,Electronic check,89.55,5231.2,No
6549-BTYPG,Female,Credit card (automatic),60.8,3603.45,No
7823-JSOAG,Male,Electronic check,74.5,217.45,No
3705-RHRFR,Female,Bank transfer (automatic),99.15,6875.35,No
9374-YOLBJ,Female,Electronic check,19.25,19.25,No
9074-KGVOX,Male,Credit card (automatic),39.45,2021.35,No
6128-DAFVY,Female,Credit card (automatic),44.85,2564.95,No
9933-QRGTX,Female,Electronic check,97.2,5611.75,No
4476-OSWTN,Male,Mailed check,110.55,7610.1,No
3751-KTZEL,Female,Mailed check,35.05,35.05,Yes
1977-STDKI,Female,Electronic check,73.0,73,Yes
5066-GFJMM,Female,Mailed check,19.9,45.75,No
2661-GKBTK,Male,Bank transfer (automatic),76.95,4543.95,No
0458-HEUZG,Female,Mailed check,35.4,450.4,No
7268-WNTCP,Male,Bank transfer (automatic),20.45,1297.35,No
0824-VWDPO,Female,Bank transfer (automatic),96.75,4442.75,No
8409-WQJUX,Female,Electronic check,54.2,1423.15,No
2578-JQPHZ,Male,Bank transfer (automatic),100.1,4378.35,No
3278-FSIXX,Female,Mailed check,45.25,74.2,No
5813-UECBU,Male,Credit card (automatic),83.85,2716.3,Yes
0328-GRPMV,Female,Electronic check,70.1,70.1,Yes
9746-UGFAC,Female,Bank transfer (automatic),20.85,450.65,No
2946-KIQSP,Female,Mailed check,33.45,1175.85,No
0625-AFOHS,Female,Mailed check,20.2,558.8,No
6726-WEXXK,Male,Electronic check,85.9,2220.1,No
4636-OLWOE,Male,Electronic check,61.0,3283.05,No
4342-HENTK,Female,Electronic check,70.65,142.35,Yes
4685-ERGHK,Male,Electronic check,86.9,4939.25,No
0885-HMGPY,Male,Bank transfer (automatic),69.4,4237.5,No
5003-OKNNK,Female,Credit card (automatic),20.35,335.95,No
4195-SMMNX,Male,Mailed check,20.35,33.2,Yes
7208-PSIHR,Female,Bank transfer (automatic),104.3,7188.5,No
4012-ZTHBR,Female,Electronic check,44.95,926.25,No
0489-WMEMG,Female,Electronic check,49.45,1119.35,No
7435-ZNUYY,Male,Mailed check,20.6,116.6,No
1354-YZFNB,Male,Credit card (automatic),19.55,68.8,No
6956-SMUCM,Female,Credit card (automatic),99.0,287.4,Yes
2985-FMWYF,Female,Electronic check,93.5,2341.55,No
2812-ENYMO,Male,Credit card (automatic),54.55,1362.85,No
2717-HVIZY,Female,Mailed check,20.05,163.6,No
3223-WZWJM,Male,Electronic check,83.95,2254.2,Yes
3422-GALYP,Male,Electronic check,79.45,145.15,No
9053-JZFKV,Male,Credit card (automatic),116.2,7752.3,Yes
2530-ENDWQ,Female,Bank transfer (automatic),93.7,6585.35,Yes
2890-WFBHU,Female,Credit card (automatic),79.85,4786.1,No
0327-WFZSY,Male,Electronic check,100.0,3835.55,No
7977-HXJKU,Male,Mailed check,19.6,397,No
6615-ZGEDR,Male,Mailed check,19.7,19.7,Yes
7033-CLAMM,Female,Bank transfer (automatic),20.2,1027.25,No
4023-RTIQM,Female,Credit card (automatic),50.4,1580.1,No
0864-FVJNJ,Female,Electronic check,113.35,7222.75,No
7356-IWLFW,Male,Bank transfer (automatic),80.0,3769.7,No
9541-PWTWO,Female,Bank transfer (automatic),80.95,4233.95,No
3967-VQOGC,Female,Mailed check,24.9,1680.25,No
7872-RDDLZ,Female,Electronic check,54.9,3725.5,No
9250-WYPLL,Female,Electronic check,75.55,413.65,Yes
6308-CQRBU,Female,Electronic check,109.25,7707.7,No
2754-XBHTB,Female,Bank transfer (automatic),77.65,714.15,Yes
1597-LHYNC,Female,Electronic check,95.0,2497.2,Yes
0186-CAERR,Male,Bank transfer (automatic),116.3,8309.55,No
3043-SUDUA,Female,Bank transfer (automatic),19.9,601.55,No
5442-BHQNG,Female,Electronic check,70.35,139.25,No
2169-RRLFW,Female,Credit card (automatic),25.6,1888.25,No
5872-OEQNH,Female,Electronic check,44.45,2773.9,No
3162-KKZXO,Female,Electronic check,100.15,5409.75,No
7055-VKGDA,Male,Credit card (automatic),105.4,5643.4,Yes
0754-UKWQP,Male,Electronic check,95.85,197.7,Yes
8873-GLDMH,Female,Mailed check,73.85,401.3,No
5696-JVVQY,Female,Credit card (automatic),70.1,3238.4,No
8946-BFWSG,Male,Mailed check,25.25,1573.05,No
7493-TPUWZ,Male,Electronic check,79.15,79.15,Yes
0547-HURJB,Male,Credit card (automatic),21.05,235.8,No
8904-OPDCK,Male,Bank transfer (automatic),24.95,1364.75,No
8845-LWKGE,Female,Electronic check,64.5,1985.15,No
1577-HKTFG,Female,Bank transfer (automatic),19.65,655.85,Yes
8752-STIVR,Female,Electronic check,79.0,303.15,Yes
0691-NIKRI,Female,Credit card (automatic),105.95,4335.2,No
5022-JNQEQ,Female,Electronic check,75.85,647.5,No
4558-FANTW,Female,Electronic check,91.85,1574.45,Yes
3249-VHRIP,Female,Credit card (automatic),43.6,2748.7,No
3736-BLEPA,Male,Bank transfer (automatic),91.25,2483.65,No
4701-LKOZD,Female,Credit card (automatic),89.75,6367.2,No
6603-QWSPR,Female,Bank transfer (automatic),104.4,4904.2,No
9921-QFQUL,Female,Mailed check,90.15,2044.95,No
1929-ZCBHE,Male,Electronic check,40.3,1794.8,No
4378-MYPGO,Male,Bank transfer (automatic),105.25,7173.15,No
8651-ENBZX,Female,Electronic check,106.0,6441.4,Yes
4129-LYCOI,Female,Electronic check,104.0,7039.05,No
7798-JVXYM,Female,Electronic check,69.65,921.4,No
8647-SDTWQ,Male,Electronic check,74.3,4018.35,No
2696-ECXKC,Female,Mailed check,100.9,5448.6,No
2081-KJSQF,Male,Mailed check,20.25,20.25,No
7623-TRNQN,Male,Mailed check,49.9,49.9,Yes
3323-CPBWR,Male,Credit card (automatic),96.9,2085.45,No
9330-IJWIO,Female,Electronic check,100.35,1358.85,Yes
3384-CTMSF,Male,Electronic check,104.1,5135.15,No
0902-RFHOF,Male,Mailed check,20.1,730.1,No
9286-DOJGF,Female,Bank transfer (automatic),74.95,2869.85,Yes
6048-QBXKL,Female,Credit card (automatic),56.55,118.25,No
9661-MHUMO,Male,Credit card (automatic),49.25,49.25,Yes
7718-RXDGG,Male,Bank transfer (automatic),68.6,1108.6,No
1025-FALIX,Female,Credit card (automatic),69.05,1815.65,No
3451-VAWLI,Female,Credit card (automatic),19.7,730.4,No
3407-QGWLG,Male,Mailed check,20.05,75.45,No
1842-EZJMK,Male,Electronic check,103.7,5071.05,Yes
2347-WKKAE,Male,Electronic check,94.4,4014.6,No
8735-DCXNF,Male,Credit card (automatic),54.95,568.85,No
3214-IYUUQ,Female,Bank transfer (automatic),93.7,5860.7,No
1936-UAFEH,Female,Credit card (automatic),110.25,7279.35,No
3587-PMCOY,Male,Electronic check,98.9,1064.95,No
8079-XRJRS,Male,Electronic check,89.75,5769.6,Yes
1027-LKKQQ,Female,Bank transfer (automatic),80.45,5886.85,No
7148-XZPHA,Male,Electronic check,79.4,4238.45,No
8073-IJDCM,Female,Mailed check,20.3,20.3,Yes
5309-TAIKL,Female,Bank transfer (automatic),62.8,418.3,No
6856-RAURS,Female,Mailed check,74.9,136.05,No
8778-LMWTJ,Female,Electronic check,74.85,708.2,No
9717-IOAAF,Male,Credit card (automatic),25.85,788.55,No
8884-ADFVN,Male,Electronic check,101.95,700.85,Yes
2845-KDHVX,Female,Mailed check,68.3,4378.8,No
0848-SOMKO,Male,Bank transfer (automatic),48.4,3442.8,No
2720-WGKHP,Male,Electronic check,94.0,181.7,Yes
6734-FQAJX,Male,Electronic check,105.05,7171.7,No
2869-ADAWR,Female,Credit card (automatic),89.3,4016.85,Yes
1535-VTJOQ,Female,Credit card (automatic),25.15,553,No
6368-TZZDT,Male,Credit card (automatic),19.5,96.85,No
0943-ZQPXH,Male,Bank transfer (automatic),92.95,4122.9,No
1293-BSEUN,Female,Mailed check,20.7,1482.3,No
9894-EZEWG,Female,Credit card (automatic),74.3,74.3,Yes
1302-TPUBN,Male,Bank transfer (automatic),19.35,1240.8,No
7851-FLGGQ,Male,Mailed check,44.65,44.65,Yes
0637-UBJRP,Male,Electronic check,84.05,1095.3,Yes
0940-OUQEC,Male,Bank transfer (automatic),80.7,788.8,Yes
2378-VTKDH,Male,Electronic check,104.35,6578.55,No
0927-CNGRH,Male,Mailed check,19.55,19.55,No
8608-OZTLB,Male,Electronic check,74.05,2802.3,No
2335-GSODA,Male,Mailed check,40.1,857.75,No
1952-DVVSW,Female,Mailed check,20.1,184.4,No
0702-PGIBZ,Male,Electronic check,101.7,364.55,Yes
6656-GULJQ,Male,Credit card (automatic),83.55,6093.3,No
9853-JFZDU,Female,Electronic check,56.85,1861.1,No
1963-VAUKV,Female,Mailed check,20.4,20.4,Yes
3777-XROBG,Female,Credit card (automatic),19.55,1079.65,No
6994-FGRHH,Male,Electronic check,106.15,7475.1,No
4000-VGMQP,Male,Credit card (automatic),78.95,2862.55,No
3999-WRNGR,Female,Electronic check,49.75,3069.45,No
3466-RITXD,Male,Credit card (automatic),92.4,2349.8,No
2680-XKKNJ,Female,Bank transfer (automatic),58.2,469.25,No
3058-HJCUY,Male,Electronic check,102.6,4213.35,Yes
2974-GGUXS,Female,Credit card (automatic),91.95,3301.05,No
7994-XIRTR,Male,Bank transfer (automatic),65.25,3529.95,No
3259-FDWOY,Male,Bank transfer (automatic),106.0,7723.7,Yes
2101-RANCD,Female,Electronic check,73.1,4144.9,No
7921-BEPCI,Female,Bank transfer (automatic),59.75,4265,No
0807-ZABDG,Female,Mailed check,55.1,154.65,Yes
8510-TMWYB,Female,Bank transfer (automatic),59.8,3246.45,No
3258-ZKPAI,Male,Bank transfer (automatic),116.6,8337.45,No
1428-IEDPR,Male,Electronic check,109.3,5731.4,No
5298-GSTLM,Female,Bank transfer (automatic),101.4,6176.6,No
4450-YOOHP,Female,Credit card (automatic),50.65,1905.4,No
6728-CZFEI,Female,Mailed check,56.15,931.9,No
5748-RNCJT,Male,Bank transfer (automatic),106.5,7348.8,Yes
3653-NCRDJ,Male,Mailed check,19.2,776.25,No
6121-TNHBO,Female,Bank transfer (automatic),83.0,5243.05,No
5119-NZPTV,Male,Electronic check,70.1,141.65,No
6519-ZHPXP,Female,Bank transfer (automatic),108.3,7679.65,No
7739-LAXOG,Female,Bank transfer (automatic),91.05,2954.5,Yes
3472-QPRCH,Male,Credit card (automatic),25.25,1006.9,No
8224-UAXBZ,Female,Electronic check,45.35,2540.1,No
9610-WCESF,Male,Electronic check,43.9,3097.2,No
9776-CLUJA,Female,Electronic check,77.5,3807.35,Yes
2486-WYVVE,Male,Mailed check,79.3,2484,No
3865-ZYKAD,Male,Credit card (automatic),84.9,5785.65,No
1422-DGUBX,Male,Electronic check,79.25,2619.15,No
2999-AANRQ,Female,Credit card (automatic),71.05,1524.85,No
8668-KNZTI,Male,Electronic check,53.75,2790.65,No
0480-KYJVA,Female,Credit card (automatic),24.25,1784.5,No
6034-ZRYCV,Female,Electronic check,54.2,3937.45,Yes
9746-YKGXB,Male,Bank transfer (automatic),44.25,2276.1,No
3926-YZVVX,Female,Bank transfer (automatic),50.05,2029.05,No
6000-UKLWI,Male,Mailed check,20.15,802.35,No
2079-FBMZK,Female,Mailed check,69.25,418.4,Yes
6332-FBZRI,Male,Credit card (automatic),69.35,4653.25,No
2096-XOTMO,Female,Mailed check,19.35,275.9,No
3266-FTKHB,Male,Mailed check,19.15,343.45,No
8221-EQDGL,Male,Mailed check,61.0,2130.45,No
2346-LOCWC,Female,Credit card (automatic),20.5,1191.4,No
6608-QQLVK,Male,Electronic check,50.5,50.5,Yes
0298-XACET,Male,Mailed check,50.2,2554,No
7560-QJAVJ,Female,Bank transfer (automatic),79.6,5589.45,No
2995-YWTCD,Female,Bank transfer (automatic),24.9,467.7,No
3551-HUAZH,Male,Electronic check,74.4,74.4,Yes
9137-UIYPG,Female,Electronic check,106.9,3756.45,No
2809-ZMYOQ,Female,Electronic check,101.35,3334.9,No
5084-OOVCJ,Female,Credit card (automatic),55.35,920.5,No
0254-WWRKD,Female,Credit card (automatic),50.55,3431.75,No
7727-SHVZV,Female,Bank transfer (automatic),19.5,150.35,No
6302-JGYRJ,Male,Mailed check,79.45,2587.7,Yes
5339-PXDVH,Male,Electronic check,90.65,367.95,No
2205-LPVGL,Male,Bank transfer (automatic),89.85,5125.75,No
8782-NUUOL,Male,Mailed check,79.0,4801.1,No
3685-YLCMQ,Male,Electronic check,104.65,6219.6,Yes
7601-WFVZV,Male,Mailed check,19.55,19.55,No
4609-KNNWG,Female,Mailed check,19.9,550.1,No
4868-AADLV,Male,Electronic check,116.25,7862.25,No
9529-OFXHY,Male,Bank transfer (automatic),87.75,1242.2,No
8634-MPHTR,Male,Electronic check,100.05,4871.05,Yes
2669-QVCRG,Female,Credit card (automatic),81.3,3190.65,No
2478-EEWWM,Male,Electronic check,44.3,2666.75,No
9174-IHETN,Female,Credit card (automatic),70.35,3533.6,No
2233-TXSIU,Male,Credit card (automatic),44.45,792.15,No
9644-UMGQA,Male,Electronic check,49.15,295.65,No
3256-EZDBI,Male,Credit card (automatic),29.45,1459.35,No
8761-NSOBC,Male,Electronic check,100.55,4398.15,Yes
0419-YAAPX,Male,Credit card (automatic),85.3,4297.95,No
8413-VONUO,Male,Electronic check,95.65,167.3,Yes
0872-CASZJ,Male,Mailed check,69.1,4096.9,No
4726-DLWQN,Male,Bank transfer (automatic),70.35,3454.6,No
8164-OCKUJ,Female,Mailed check,20.6,1286,No
3094-JOJAI,Male,Mailed check,74.15,1387,No
9494-MRNYX,Male,Electronic check,75.05,786.3,No
2599-CZABP,Male,Electronic check,44.6,641.25,No
7945-PRBVF,Male,Bank transfer (automatic),21.45,705.45,No
4544-RXFMG,Male,Mailed check,43.45,345.5,No
0859-YGKFW,Male,Bank transfer (automatic),20.05,345.9,No
1150-FTQGN,Female,Bank transfer (automatic),94.15,5811.8,No
9223-UCPVT,Female,Electronic check,94.4,94.4,Yes
7196-LIWRH,Female,Mailed check,19.55,124.45,No
5448-VWNAM,Female,Mailed check,75.9,1375.6,No
1177-XZBJL,Male,Bank transfer (automatic),64.15,3491.55,No
3518-FSTWG,Male,Bank transfer (automatic),109.55,7920.7,No
9330-VOFSZ,Female,Credit card (automatic),110.8,6640.7,No
4351-QLCSU,Female,Credit card (automatic),55.0,55,Yes
0939-EREMR,Female,Mailed check,53.45,718.1,No
9389-ACWBI,Female,Credit card (automatic),69.95,320.4,No
5419-JPRRN,Male,Electronic check,101.45,101.45,Yes
3644-QXEHN,Male,Electronic check,97.0,1334.45,No
2911-IJORQ,Male,Bank transfer (automatic),90.6,3358.65,No
5921-NGYRH,Male,Mailed check,73.55,4764,No
2100-BDNSN,Female,Bank transfer (automatic),67.95,350.3,Yes
5998-DZLYR,Female,Bank transfer (automatic),94.35,5703,No
0488-GSLFR,Female,Electronic check,69.5,69.5,Yes
9318-NKNFC,Male,Mailed check,18.85,18.85,Yes
3985-HOYPM,Male,Mailed check,19.4,525.55,No
9728-FTTVZ,Female,Electronic check,69.2,69.2,Yes
9548-LERKT,Male,Mailed check,19.75,483.15,No
6576-FBXOJ,Male,Electronic check,54.6,934.8,No
4310-KEDTB,Female,Mailed check,29.8,786.5,No
7254-IQWOZ,Male,Electronic check,69.65,69.65,Yes
2474-BRUCM,Male,Electronic check,101.85,4086.3,Yes
4062-HBMOS,Male,Electronic check,103.05,5364.8,No
0742-NXBGR,Female,Electronic check,82.3,82.3,Yes
2676-ISHSF,Male,Mailed check,20.3,20.3,No
9236-NDUCW,Female,Mailed check,35.1,770.4,No
4753-PADAS,Female,Bank transfer (automatic),105.7,6816.95,No
6103-QCKFX,Female,Bank transfer (automatic),56.25,2419.55,No
7781-EWARA,Male,Electronic check,60.35,4138.7,No
6110-OHIHY,Male,Electronic check,79.25,267.6,Yes
7018-FPXHH,Male,Bank transfer (automatic),59.8,3457.45,No
5889-LFOLL,Female,Electronic check,84.6,1115.2,Yes
5708-EVONK,Female,Bank transfer (automatic),93.4,5435.6,Yes
8708-XPXHZ,Female,Electronic check,94.2,4186.3,Yes
0616-ATFGB,Male,Electronic check,25.05,25.05,Yes
0572-ZJKLT,Female,Mailed check,99.65,4630.2,No
5135-RDDQL,Female,Bank transfer (automatic),50.65,3221.25,No
1353-LJWEM,Male,Electronic check,60.9,688.5,No
1794-SWWKL,Male,Bank transfer (automatic),59.65,867.1,No
6166-YIPFO,Male,Electronic check,64.7,4746.05,No
7016-BPGEU,Female,Credit card (automatic),25.1,712.85,Yes
6876-ADESB,Male,Electronic check,48.95,48.95,Yes
9332-GYWLO,Female,Electronic check,54.85,355.1,No
1963-SVUCV,Male,Electronic check,45.3,45.3,Yes
4184-VODJZ,Male,Electronic check,91.35,5764.7,No
0220-EBGCE,Male,Electronic check,85.85,167.3,Yes
1092-WPIVQ,Female,Mailed check,25.1,428.45,No
7233-IOQNP,Female,Bank transfer (automatic),34.0,1505.35,No
2834-JKOOW,Female,Mailed check,45.9,693.45,No
2754-VDLTR,Male,Electronic check,95.2,930.4,Yes
2400-FEQME,Male,Mailed check,20.5,1177.95,No
3190-XFANI,Male,Bank transfer (automatic),100.6,5069.65,Yes
7551-DACSP,Male,Mailed check,55.3,324.25,Yes
4957-SREEC,Male,Credit card (automatic),20.35,1458.1,No
7235-NXZCP,Male,Mailed check,74.85,156.4,Yes
0230-UBYPQ,Male,Bank transfer (automatic),36.1,2298.9,No
4923-ADWXJ,Female,Bank transfer (automatic),65.8,1679.65,No
1763-KUAAW,Female,Bank transfer (automatic),20.35,369.6,No
1104-TNLZA,Male,Electronic check,105.8,2998,No
5195-KPUNQ,Female,Mailed check,96.75,5206.55,No
0520-FDVVT,Male,Bank transfer (automatic),102.35,3626.1,Yes
3439-GVUSX,Male,Mailed check,24.4,24.4,No
1444-VVSGW,Male,Credit card (automatic),115.65,7968.85,Yes
5712-PTIWW,Male,Electronic check,79.85,152.45,Yes
5949-HGVJL,Female,Electronic check,73.05,1959.5,No
5203-XEHAX,Female,Electronic check,64.35,2053.05,No
1635-HDGFT,Female,Mailed check,20.5,398.55,No
3315-TOTBP,Male,Mailed check,76.0,1130.85,Yes
8050-XGRVL,Female,Credit card (automatic),54.75,3425.35,No
6661-HBGWL,Female,Bank transfer (automatic),104.75,4323.45,Yes
1518-VOWAV,Female,Electronic check,74.65,703.55,Yes
9828-QHFBK,Male,Electronic check,51.15,1275.7,No
3908-MKIMJ,Male,Electronic check,41.95,2965.75,No
5012-YSPJJ,Male,Mailed check,54.35,1647,No
5909-ECHUI,Female,Electronic check,56.25,56.25,Yes
1309-BXVOQ,Male,Electronic check,106.1,2249.95,Yes
6728-VOIFY,Female,Electronic check,96.0,6109.75,No
9317-WZPGV,Female,Bank transfer (automatic),79.75,159.4,Yes
4891-NLUBA,Female,Bank transfer (automatic),61.45,3751.15,No
2856-HYAPG,Female,Electronic check,68.65,68.65,Yes
8969-PRHFK,Male,Mailed check,19.65,411.25,No
0661-KQHNK,Female,Credit card (automatic),19.0,105.5,No
8709-KRDVL,Female,Electronic check,100.0,3320.6,No
4488-PSYCG,Male,Bank transfer (automatic),20.25,327.45,Yes
1427-VERSM,Female,Electronic check,98.7,5669.5,No
9801-NOSHQ,Male,Mailed check,19.8,465.45,No
6339-YPSAH,Male,Electronic check,73.8,704.3,No
3621-CEOVK,Female,Electronic check,100.2,1369.8,Yes
6906-ANDWJ,Male,Bank transfer (automatic),74.9,1107.25,Yes
2159-TURXX,Male,Credit card (automatic),20.05,95.55,No
1548-FEHVL,Male,Electronic check,106.2,6375.2,No
3795-CAWEX,Male,Credit card (automatic),116.55,8152.3,No
6215-NQCPY,Male,Electronic check,99.7,1566.75,No
5647-URDKA,Male,Mailed check,19.7,130.25,No
2229-DPMBI,Female,Mailed check,19.5,162.15,No
9626-WEQRM,Female,Mailed check,29.15,110.05,No
2188-SXWVT,Female,Mailed check,55.0,1885.15,No
6258-PVZWJ,Male,Credit card (automatic),90.8,6302.85,No
1094-BKOSX,Female,Bank transfer (automatic),51.0,2264.5,No
6969-MVBAI,Female,Electronic check,90.1,816.8,No
2978-XXSOG,Female,Mailed check,59.05,1253.5,No
2342-CKIAO,Female,Mailed check,20.3,41.2,No
6953-PBDIN,Male,Bank transfer (automatic),72.95,5265.55,No
3898-BSJYF,Female,Credit card (automatic),73.55,693.3,No
3938-YFPXD,Male,Credit card (automatic),84.3,5997.1,No
7696-AMHOD,Female,Credit card (automatic),78.0,3824.2,No
2453-SAFNS,Female,Mailed check,72.1,3886.05,No
9558-IHEZX,Female,Credit card (automatic),106.75,7283.25,No
9617-UDPEU,Female,Mailed check,19.25,412.55,No
6340-DACFT,Female,Credit card (automatic),20.55,1070.25,No
4955-VCWBI,Female,Mailed check,20.0,817.95,No
6813-GZQCG,Female,Credit card (automatic),24.65,1171.3,No
7426-GSWPO,Male,Bank transfer (automatic),103.5,6548.65,No
3389-KTRXV,Female,Mailed check,23.85,625.65,No
3118-UHVVQ,Female,Credit card (automatic),25.8,1911.5,No
1031-IIDEO,Female,Electronic check,70.85,70.85,Yes
5832-XKAES,Male,Credit card (automatic),69.8,134.7,Yes
